"OBJECTID","YEAR_","STATE","AGENCY","UNIT_ID","FIRE_NAME","INC_NUM","ALARM_DATE","CONT_DATE","CAUSE","C_METHOD","OBJECTIVE","GIS_ACRES","COMMENTS","COMPLEX_NAME","IRWINID","FIRE_NUM","COMPLEX_ID","DECADES","Shape__Area","Shape__Length","Lon","Lat","TEMPERATURE_2M_ALARM_DATE"
10104,1991,"CA","CDF CAL FIRE (State)","LNU","ROAD 26","00003556",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",2093.918,NA,NA,NA,"00000403",NA,"1990-1999",13898800.25,16128.860347269,-122.035486488016,38.61078822746,NA
10115,1991,"CA","USF U.S. Forest Service","BDF"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",541.7117,NA,NA,NA,"00000000",NA,"1990-1999",3221160.06640625,9731.57298511833,-117.599011660929,34.3118049982653,NA
10117,1991,"CA","CDF CAL FIRE (State)","LNU","TURKEY RUN","00003285",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",515.8021,NA,NA,NA,"00000363",NA,"1990-1999",3462458.38671875,7363.11035129956,-122.423853640623,39.0145844709474,NA
10122,1991,"CA","USF U.S. Forest Service","BDF"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",279.1453,NA,NA,NA,"00000000",NA,"1990-1999",1653821.39453125,5215.890330119,-117.189134607211,34.1566635094204,NA
10124,1991,"CA","USF U.S. Forest Service","BDF"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",269.1508,NA,NA,NA,"00000000",NA,"1990-1999",1594888.81640625,5061.76495016811,-116.971069374531,34.1641678072394,NA
10128,1991,"CA","USF U.S. Forest Service","BDF"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",215.6868,NA,NA,NA,"00000000",NA,"1990-1999",1280799.95703125,4702.500781817,-117.119800197845,34.2545524897194,NA
10139,1991,"CA","USF U.S. Forest Service","BDF"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",109.1232,NA,NA,NA,"00000000",NA,"1990-1999",647848.90234375,4322.92209866458,-117.441344037974,34.244656495387,NA
10143,1991,"CA","USF U.S. Forest Service","BDF"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",91.7968,NA,NA,NA,"00000000",NA,"1990-1999",540574.828125,3037.99273742703,-116.806058131346,33.897315577124,NA
10145,1991,"CA","USF U.S. Forest Service","CNF"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",89.22124,NA,NA,NA,"00000004",NA,"1990-1999",523044.7578125,3176.25457436165,-117.389997207511,33.7026183816926,NA
10147,1991,"CA","CDF CAL FIRE (State)","RRU"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",80.74528,NA,NA,NA,"00000000",NA,"1990-1999",475262.4453125,3369.18620393382,-117.197681079501,33.8763190860156,NA
10161,1991,"CA","NPS National Park Service","RWP","WILLIAMS RIDGE WE","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",38.11596,NA,NA,NA,"00000000",NA,"1990-1999",272397.51953125,2765.21279013407,-123.891815815395,41.1623557016394,NA
10168,1991,"CA","BLM Bureau of Land Management","NOD"," ","00000000",NA,NA,"Unknown/Unidentified","Unknown","Suppression (Wildfire)",22.46243,NA,NA,NA,"0000D348",NA,"1990-1999",159171.17578125,2949.81923651632,-120.059159618881,40.8803568617146,NA
10175,1991,"CA","USF U.S. Forest Service","BDF"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",12.16582,NA,NA,NA,"00000000",NA,"1990-1999",72332.6875,1186.75469195825,-117.278220765115,34.3068511354757,NA
10179,1991,"CA","NPS National Park Service","YNP"," ",NA,NA,NA,"Unknown/Unidentified","Unknown","Resource Benefit (Wildland Fire Use)",9.223039,"000000000YNP-031",NA,NA,NA,NA,"1990-1999",59796.44140625,1566.52030029724,-119.422844688783,37.74662261871,NA
10181,1991,"CA","NPS National Park Service","YNP"," ","00000000",NA,NA,"Lightning",NA,"Suppression (Wildfire)",7.423754,NA,NA,NA,"00000120",NA,"1990-1999",48188.34765625,898.915976662397,-119.788705605968,37.7909937901642,NA
10163,1991,"CA","USF U.S. Forest Service","PNF","SCALES 1","00000000",1991-01-05 08:00:00,1991-01-28 08:00:00,"Debris","Unknown","Suppression (Wildfire)",37.03901,NA,NA,NA,"00000001",NA,"1990-1999",252568.0078125,1976.76171861643,-121.036488705991,39.5686282486883,-4.09824218749998
10112,1991,"CA","USF U.S. Forest Service","MNF"," ","00000000",1991-01-20 08:00:00,NA,"Debris",NA,"Suppression (Wildfire)",1009.315,NA,NA,NA,"00000003",NA,"1990-1999",6810589.68359375,14711.8794410399,-122.878373513679,39.199177030751,4.16420898437502
10146,1991,"CA","USF U.S. Forest Service","PNF","MOSQUITO","00000000",1991-01-20 08:00:00,1991-01-23 08:00:00,"Miscellaneous","Unknown","Suppression (Wildfire)",83.93256,NA,NA,NA,"00000003",NA,"1990-1999",574402.14453125,3703.07597723494,-121.355901510678,39.694408550998,6.31435546875002
10151,1991,"CA","USF U.S. Forest Service","STF","MOORE",NA,1991-01-20 08:00:00,1991-01-23 08:00:00,"Debris","Unknown","Suppression (Wildfire)",58.84504,"20090305",NA,NA,"00000003",NA,"1990-1999",389164.109375,3082.95773198664,-120.230434836376,38.4776677081617,-0.706396484374977
10157,1991,"CA","USF U.S. Forest Service","MNF","INDIAN","00000000",1991-01-20 08:00:00,1991-01-22 08:00:00,"Debris","Unknown","Suppression (Wildfire)",48.98544,NA,NA,NA,"00000004",NA,"1990-1999",329478.80078125,2262.02915719684,-122.744495261992,39.0850020316105,5.16494140625002
