"OBJECTID","YEAR_","STATE","AGENCY","UNIT_ID","FIRE_NAME","INC_NUM","ALARM_DATE","CONT_DATE","CAUSE","C_METHOD","OBJECTIVE","GIS_ACRES","COMMENTS","COMPLEX_NAME","IRWINID","FIRE_NUM","COMPLEX_ID","DECADES","Shape__Area","Shape__Length","Lon","Lat","TEMPERATURE_2M_ALARM_DATE"
9893,1993,"CA","DOD Department of Defense","AFV","MARINE","00000000",1994-09-24 07:00:00,1994-09-24 07:00:00,"Equipment Use","Other Imagery","Suppression (Wildfire)",3.972971,NA,NA,NA,"00000000",NA,"1990-1999",23888.15234375,681.322348299543,-120.541094112591,34.7781780824994,15.475244140625
9524,1994,"CA","CDF CAL FIRE (State)","RRU","BAILEY","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",7084.045,NA,NA,NA,"00000000",NA,"1990-1999",41287123.3945312,31681.3489394113,-116.664888991792,33.4480972703739,NA
9530,1994,"CA","NPS National Park Service","YNP"," ","00000000",NA,NA,"Lightning",NA,"Suppression (Wildfire)",3251.901,NA,NA,NA,"00000071",NA,"1990-1999",21032316.3242188,33129.7470153143,-119.534997194939,37.6561082702908,NA
9540,1994,"CA","CDF CAL FIRE (State)","RRU"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",2087.541,NA,NA,NA,"00000000",NA,"1990-1999",12292086.3945312,17322.6726977347,-116.716804346959,33.8935990870228,NA
9550,1994,"CA","CDF CAL FIRE (State)","LNU","PG&E #24","00001167",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",1275.538,NA,NA,NA,"00000292",NA,"1990-1999",8437005.26171875,17513.7576438433,-122.569624739932,38.4836795247866,NA
9563,1994,"CA","CDF CAL FIRE (State)","RRU","BERNASCONI","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",826.9338,NA,NA,NA,"00000000",NA,"1990-1999",4862784.4609375,12995.8404995646,-117.164794844241,33.8364143260666,NA
9568,1994,"CA","CCO Contract County","ORC","CARBON","00021749",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",757.431,NA,NA,NA,"00000000",NA,"1990-1999",4463850.7421875,9897.0722491571,-117.818748031821,33.9308280956847,NA
9569,1994,"CA","USF U.S. Forest Service","BDF"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",743.7502,NA,NA,NA,"00000000",NA,"1990-1999",4359414.609375,9093.43492566681,-116.862017157371,33.6956593942434,NA
9574,1994,"CA","CDF CAL FIRE (State)","MMU","HUNTER","00009267",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",669.4128,NA,NA,NA,"00000385",NA,"1990-1999",4322450.51171875,9231.55314604922,-120.171568312616,37.5945007972806,NA
9588,1994,"CA","USF U.S. Forest Service","BDF"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",475.6946,NA,NA,NA,"00000000",NA,"1990-1999",2825381.1171875,6991.11834085155,-117.478802237318,34.2634506355357,NA
9627,1994,"CA","BLM Bureau of Land Management","NOD"," ","00000000",NA,NA,"Lightning",NA,"Suppression (Wildfire)",154.9101,NA,NA,NA,"0000D355",NA,"1990-1999",1101845.6484375,5073.16960086872,-120.069082022063,41.0055133163172,NA
9631,1994,"CA","USF U.S. Forest Service","BDF"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",132.5767,NA,NA,NA,"00000000",NA,"1990-1999",781829.12109375,3674.27398515163,-116.811013166468,33.9583233524354,NA
9637,1994,"CA","BLM Bureau of Land Management","NOD","WILLOW","00000000",NA,NA,"Equipment Use","Unknown","Suppression (Wildfire)",99.67046,NA,NA,NA,"0000D394",NA,"1990-1999",700110.35546875,3323.7127083457,-120.63570016716,40.586411864327,NA
9644,1994,"CA","USF U.S. Forest Service","BDF"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",77.1818,NA,NA,NA,"00000000",NA,"1990-1999",457607.23046875,2771.61158833702,-117.281954918864,34.1880079515063,NA
9650,1994,"CA","CDF CAL FIRE (State)","RRU","UNKNOWN","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",62.44163,NA,NA,NA,"00000000",NA,"1990-1999",367324.62890625,3769.05295296473,-117.396519070006,33.8520757523355,NA
9653,1994,"CA","CDF CAL FIRE (State)","RRU","DUMP","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",58.98209,NA,NA,NA,"00000000",NA,"1990-1999",346227.80859375,2829.45324742389,-117.237588518117,33.7595796301822,NA
9655,1994,"CA","CDF CAL FIRE (State)","RRU","VIPEL","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",56.97322,NA,NA,NA,"00000000",NA,"1990-1999",336078.92578125,3686.53277915492,-117.111548268414,33.9707696567733,NA
9662,1994,"CA","USF U.S. Forest Service","BDF"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",41.85907,NA,NA,NA,"00000000",NA,"1990-1999",246930.5625,2230.20900791283,-116.796056186973,33.9722354975616,NA
9663,1994,"CA","USF U.S. Forest Service","CNF"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",41.27309,NA,NA,NA,"00000008",NA,"1990-1999",242894.6328125,2100.38568512759,-117.661770486209,33.8698173503328,NA
9670,1994,"CA","USF U.S. Forest Service","BDF"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",33.63982,NA,NA,NA,"00000000",NA,"1990-1999",199689.7265625,1899.45973301321,-117.431386563179,34.2393257329306,NA
9682,1994,"CA","NPS National Park Service","YNP","PATE","00000000",NA,NA,"Miscellaneous",NA,"Suppression (Wildfire)",25.31971,NA,NA,NA,"00000022",NA,"1990-1999",164929.8046875,1703.41741890199,-119.619320623979,37.9212653199115,NA
9688,1994,"CA","USF U.S. Forest Service","BDF"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",21.80988,NA,NA,NA,"00000000",NA,"1990-1999",129256.5625,1449.88388261299,-117.139268752137,34.1705020919632,NA
9690,1994,"CA","USF U.S. Forest Service","BDF"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",20.45773,NA,NA,NA,"00000000",NA,"1990-1999",121169.8671875,1329.55655024276,-117.20073800299,34.1447632292984,NA
9705,1994,"CA","NPS National Park Service","YNP"," ","00000000",NA,NA,"Lightning",NA,"Suppression (Wildfire)",10.49445,NA,NA,NA,"00000011",NA,"1990-1999",67689.015625,922.87505652518,-119.607373482959,37.5532125219694,NA
9715,1994,"CA","USF U.S. Forest Service","BDF"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",5.312937,NA,NA,NA,"00000000",NA,"1990-1999",31493.59375,699.733370107173,-117.619352571807,34.1791311807667,NA
