"OBJECTID","YEAR_","STATE","AGENCY","UNIT_ID","FIRE_NAME","INC_NUM","ALARM_DATE","CONT_DATE","CAUSE","C_METHOD","OBJECTIVE","GIS_ACRES","COMMENTS","COMPLEX_NAME","IRWINID","FIRE_NUM","COMPLEX_ID","DECADES","Shape__Area","Shape__Length","Lon","Lat","TEMPERATURE_2M_ALARM_DATE"
11098,1986,"CA","CDF CAL FIRE (State)","SLU","SUEY RANCH WEST","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",1409.092,NA,NA,NA,"00000000",NA,"1980-1989",8524966.50390625,14284.3421417144,-120.246536521085,35.0344231462441,NA
11101,1986,"CA","BLM Bureau of Land Management","NOD"," ","00000000",NA,NA,"Unknown/Unidentified","Unknown","Suppression (Wildfire)",1123.837,NA,NA,NA,"0000D283",NA,"1980-1989",7845221.0546875,12806.5409281743,-120.20128154929,40.3762769344731,NA
11107,1986,"CA","BLM Bureau of Land Management","CCD"," ","00000000",NA,NA,"Unknown/Unidentified","Unknown","Suppression (Wildfire)",927.1339,NA,NA,NA,"0000J615",NA,"1980-1989",6381219.6875,11364.7944855252,-120.007695682375,39.8920387768939,NA
11108,1986,"CA","BLM Bureau of Land Management","CCD","LAVER","00000000",NA,NA,"Equipment Use","Unknown","Suppression (Wildfire)",812.7631,NA,NA,NA,"0000D351",NA,"1980-1989",5627461.296875,11558.8582647545,-120.132037009765,40.0970809428401,NA
11112,1986,"CA","CDF CAL FIRE (State)","MMU","COULTERVILLE","00001459",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",711.0569,NA,NA,NA,"00000229",NA,"1980-1989",4606851.74609375,10148.91273075,-120.213007931281,37.7206878102634,NA
11121,1986,"CA","CDF CAL FIRE (State)","MMU","CHOW","00000755",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",538.4444,NA,NA,NA,"00000126",NA,"1980-1989",3437216.51953125,11362.2169507646,-120.073404497651,37.1617003802261,NA
11128,1986,"CA","USF U.S. Forest Service","BDF"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",411.3102,NA,NA,NA,"00000000",NA,"1980-1989",2433251.94140625,8074.66344016036,-117.088778453602,34.0937283471913,NA
11130,1986,"CA","CDF CAL FIRE (State)","RRU"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",408.5143,NA,NA,NA,"00000000",NA,"1980-1989",2409274.546875,6910.14089918785,-116.837175025338,33.9617309122934,NA
11134,1986,"CA","CDF CAL FIRE (State)","RRU"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",382.7198,NA,NA,NA,"00000000",NA,"1980-1989",2260445.38671875,7617.73646033666,-117.289507528293,34.0243396951088,NA
11141,1986,"CA","USF U.S. Forest Service","BDF"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",337.9555,NA,NA,NA,"00000000",NA,"1980-1989",1992424.1015625,5264.59911498955,-116.80806340936,33.946229326671,NA
11143,1986,"CA","CDF CAL FIRE (State)","MMU","CHASE","00001158",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",311.4684,NA,NA,NA,"00000191",NA,"1980-1989",1998233.16796875,6586.328710153,-120.183747908657,37.351167646565,NA
11147,1986,"CA","CDF CAL FIRE (State)","SLU","OLIVERA/BUGUNDA","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",291.9561,NA,NA,NA,"00000000",NA,"1980-1989",1768616.97265625,5479.09678842378,-120.283687107078,35.0878154558338,NA
11152,1986,"CA","CDF CAL FIRE (State)","MMU","DAULTON","00000725",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",243.2715,NA,NA,NA,"00000120",NA,"1980-1989",1552264.53125,5388.13004960414,-120.004631507689,37.1448934580271,NA
11155,1986,"CA","USF U.S. Forest Service","BDF"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",215.8521,NA,NA,NA,"00000000",NA,"1980-1989",1273748.80078125,5226.6349892676,-116.908872172101,33.9862804177981,NA
11169,1986,"CA","CDF CAL FIRE (State)","RRU"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",114.5766,NA,NA,NA,"00000000",NA,"1980-1989",675746.75390625,3416.87446871074,-117.154039133913,33.9626404594787,NA
11202,1986,"CA","CDF CAL FIRE (State)","RRU","VISTA","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",49.36585,NA,NA,NA,"00000000",NA,"1980-1989",291157.96875,2334.18028010429,-117.222555289719,33.9640052104906,NA
11204,1986,"CA","BLM Bureau of Land Management","NOD"," ","00000000",NA,NA,"Unknown/Unidentified","Unknown","Suppression (Wildfire)",47.91702,NA,NA,NA,"0000D316",NA,"1980-1989",334616.90234375,2447.94313244479,-120.367503527591,40.3884774704606,NA
11228,1986,"CA","USF U.S. Forest Service","INF"," ","00000000",NA,NA,"Miscellaneous",NA,"Suppression (Wildfire)",20.51055,NA,NA,NA,"00005203",NA,"1980-1989",132880.5859375,1649.60911104066,-118.88029947035,37.7193523764999,NA
11231,1986,"CA","NPS National Park Service","YNP","BROKEN BOW","00000000",NA,NA,"Miscellaneous",NA,"Suppression (Wildfire)",16.13794,NA,NA,NA,"00000023",NA,"1980-1989",105119.2578125,1446.2321493461,-119.454920874543,37.920723593273,NA
11236,1986,"CA","NPS National Park Service","YNP"," ",NA,NA,NA,"Unknown/Unidentified","Unknown","Resource Benefit (Wildland Fire Use)",11.23982,"000000000YNP-024",NA,NA,NA,NA,"1980-1989",72817.1328125,1400.31760525612,-119.473544173382,37.7185044842869,NA
11246,1986,"CA","CCO Contract County","LAC"," ","00000000",NA,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",6.395335,NA,NA,NA,"00000000",NA,"1980-1989",37852.59375,1497.79148239659,-118.483220817494,34.1148321952938,NA
11085,1986,"CA","BLM Bureau of Land Management","NOD","DRY CREEK","00000000",1986-01-01 08:00:00,NA,"Unknown/Unidentified",NA,"Suppression (Wildfire)",3422.457,NA,NA,NA,"00000000",NA,"1980-1989",24367933.4179688,24138.9316253682,-120.365748312806,41.0391057177648,0.528466796875023
